Match_ID,Player_ID,Radiant_Team,Level,Hero_ID,Hero_Damage,Hero_Healing,Damage_taken,Kills,Assists,Deaths,KDA,Gold_Per_Minute,Gold_Spent,Experience_Per_Minute,Last_Hits,Item_0,Item_1,Item_2,Item_3,Item_4,Win
6268333601,86308617,True,11,32,5163,0,10450,0,1,4,4,1,178,4550,262,18,22,36,244,237,63,0

6268333601,169957073,True,17,41,8575,0,17226,0,3,2,7,0,425,10450,551,182,63,36,8,166,252,0

6268333601,152357160,True,14,25,11277,0,19116,2043,3,2,14,0,355,8110,377,120,152,41,0,48,77,0

6268333601,175975822,False,21,2,18214,275,11370,11347,14,9,0,23,641,17385,765,193,48,127,116,79,242,1

6268333119,204088809,True,18,28,12122,0,0,4476,9,18,5,4,474,12325,566,98,1,63,11,36,73,1

6268333119,148049993,True,17,75,12864,0,0,2590,4,31,3,8,367,9665,524,37,102,214,226,42,0,1

6268333119,69625455,False,12,26,6928,0,0,0,4,4,9,0,230,4215,308,19,218,36,1,214,0,0

6268333119,130481826,False,12,107,10518,400,0,17,0,10,17,0,200,4015,287,16,36,181,92,214,61,0

6268333119,99540225,False,13,1,5282,0,0,156,1,3,10,0,324,8010,336,119,145,0,63,22,18,0

6268333119,134673060,False,13,135,14237,1381,0,329,7,4,7,1,331,7505,362,83,50,178,252,11,3,0

6268332116,177810611,True,9,36,6553,955,0,0,0,2,10,0,239,5850,199,65,63,36,77,77,131,0

6268332116,96820048,True,10,85,5841,1356,0,0,0,6,10,0,236,5090,204,19,34,127,180,88,16,0

6268332116,300833411,True,12,48,19650,84,0,47,2,4,10,0,357,7315,313,134,63,11,36,170,236,0

6268332116,353122586,True,21,23,13342,155,0,0,5,4,6,1,417,7270,778,118,36,0,0,116,41,0

6268332116,118416997,False,18,74,18459,1299,0,2061,7,17,3,6,380,8080,604,51,92,36,100,77,48,1

6268332116,145699486,False,15,45,22230,391,0,4774,3,16,4,3,399,9550,408,87,41,232,77,29,108,1

6268332116,150968633,False,21,7,30126,0,0,2017,16,10,1,13,640,17710,744,189,100,1,41,110,108,1

6268332116,403659586,False,17,10,15803,0,0,18957,9,14,1,11,609,16740,532,190,147,36,63,116,596,1

6268332116,196356514,False,15,128,12959,180,0,2659,9,14,2,7,351,8575,427,13,229,218,36,254,0,1

6268332114,342489015,True,14,64,8343,396,0,5818,5,11,5,2,358,7780,422,63,36,180,232,100,0,1

6268332114,1038162493,True,14,136,11885,853,0,3003,4,25,7,3,314,5710,433,15,181,218,29,0,223,1

6268332114,202697407,True,18,35,22533,0,0,8347,14,13,2,9,537,11080,656,104,75,172,485,63,36,1

6268332114,881552646,True,16,26,14616,1212,0,2659,13,15,4,5,443,9630,552,46,29,240,36,267,108,1

6268332114,127372291,False,15,44,6139,0,0,0,3,4,9,0,406,8535,496,123,75,63,145,569,40,0

6268332114,395168404,False,12,3,8630,0,0,0,6,8,9,1,279,5820,334,18,214,40,232,0,31,0

6268332106,179161101,True,19,46,26254,0,0,9362,10,10,1,10,549,13480,686,141,236,1,21,168,63,1

6268332106,122837342,True,15,136,13660,1527,0,1760,6,17,4,4,349,6375,490,40,151,181,34,50,0,1

6268332106,164917735,True,15,15,20468,0,0,2606,7,14,2,7,447,10105,490,104,36,210,11,21,73,1

6268332106,70391536,True,15,8,8052,4222,0,4341,2,5,3,1,434,7885,475,136,36,166,170,50,20,1

6268332106,170875547,True,16,135,11155,6309,0,1682,7,14,2,7,412,8250,551,88,36,231,86,9,0,1

6268332106,385960988,False,11,71,7181,400,0,0,3,7,6,1,214,4330,282,30,50,39,178,21,36,0

6268332015,968828049,True,15,68,5842,400,0,196,3,12,2,5,272,7415,439,15,102,254,88,218,40,1

6268332015,1192250701,True,20,12,12485,0,0,7685,6,9,2,5,606,15070,692,242,174,147,114,36,11,1

6268332015,415985801,False,11,75,5891,0,0,333,0,5,5,0,222,4805,275,48,98,20,15,188,38,0

6268332015,151495364,False,9,121,3300,400,0,0,2,1,5,0,189,4840,182,19,254,180,42,44,0,0

6268332012,1033280070,True,21,34,39707,326,0,267,15,18,2,11,587,14695,809,131,178,119,41,121,0,1

6268332012,250418192,True,22,1,15822,0,0,11459,12,7,0,19,672,17495,826,226,145,135,0,63,147,1

6268332012,93432414,True,21,128,29462,3598,0,4479,11,22,4,6,439,10445,798,65,244,231,36,0,0,1

6268332012,231852759,True,15,14,5823,1521,0,789,2,9,4,2,326,8905,453,81,0,1,0,131,48,1

6268332012,112294813,False,13,44,2640,0,0,0,1,1,6,0,318,6430,342,116,145,63,593,0,0,0

6268332012,125139263,False,10,31,12372,0,0,0,1,0,8,0,176,4040,249,26,216,102,214,43,0,0

6268332012,141703658,False,16,126,17723,0,0,0,2,4,12,0,314,7015,501,70,100,41,50,11,36,0

6268331707,894857573,True,8,2,4091,0,0,1485,4,3,2,2,498,6090,306,66,242,12,11,29,56,1

6268331707,287489592,True,7,136,2437,346,0,3013,1,7,0,8,310,3075,244,12,29,34,216,0,569,1

6268331707,72388776,False,6,110,1630,0,0,0,0,0,1,0,200,1570,182,18,0,0,0,0,0,0

6268331707,904025146,False,2,105,257,0,0,0,0,0,1,0,201,590,19,0,0,0,0,0,0,0

6268331707,167127075,False,4,50,4905,160,0,16,1,1,4,0,317,2830,126,5,0,0,0,0,0,0

6268331602,450386568,True,20,4,15273,0,0,8412,5,10,1,7,548,15920,681,237,36,50,160,166,596,1

6268331602,229578306,True,15,108,12445,2537,0,4519,2,23,6,3,377,9700,428,108,0,231,0,11,73,1

6268331602,28758158,True,18,26,13756,400,0,3093,8,10,7,2,372,10300,564,73,1,36,214,108,0,1

6268331602,113573440,False,16,8,9149,3055,0,23,5,3,8,0,344,7330,441,121,36,22,11,63,252,0

6268331602,1168168042,False,11,50,8845,2319,0,0,1,5,12,0,192,6510,241,26,43,40,0,0,0,0

6268331602,872873456,False,13,136,12615,734,0,0,4,5,14,0,284,6815,343,73,11,178,151,50,21,0

6268331602,876679749,False,14,102,9324,3016,0,0,2,10,6,1,219,5320,384,21,0,214,187,244,0,0

6268331514,171009000,True,16,13,7331,0,4563,3228,2,12,0,14,532,11925,578,167,162,534,36,48,1,1

6268331514,59601370,True,17,21,18165,0,1292,2102,13,10,0,23,527,11915,617,115,166,1,237,116,77,1

6268331514,74981695,True,12,136,8584,150,6718,1984,8,10,3,4,303,5075,380,13,0,0,267,0,216,1

6268331514,27550172,True,14,89,8346,0,3604,9968,2,9,0,11,562,12295,488,197,75,147,34,160,11,1

6268331514,67368192,True,15,68,16050,400,2668,1335,7,14,3,5,304,4275,505,7,237,44,16,188,254,1

6268331502,182147033,True,15,59,16224,0,0,52,7,3,8,1,378,9455,456,91,151,36,11,21,162,0

6268331502,299321499,False,19,36,31493,2116,0,3411,12,8,1,10,612,14395,691,175,137,131,231,77,36,1

6268331309,117049763,True,18,8,8339,5722,0,11525,5,4,2,3,598,13785,665,204,36,145,154,75,143,1

6268331309,342828488,False,13,21,11336,0,0,962,3,7,6,1,296,6500,384,65,77,50,166,19,240,0

6268331309,59715561,False,11,45,10997,0,0,414,3,6,10,0,258,3255,275,35,36,92,0,180,0,0

6268331309,297334464,False,11,53,7537,0,0,2085,2,3,7,0,296,6505,273,94,67,63,16,240,534,0

6268331309,459269827,False,12,41,4049,0,0,0,2,3,5,0,277,5635,323,75,36,63,172,11,38,0

6268331209,168764430,True,17,129,13437,0,0,2684,9,17,2,8,497,13095,538,134,1,50,116,151,178,1

6268331209,87737827,True,18,76,18084,0,0,7997,10,9,3,4,523,11170,626,119,223,116,34,29,9,1

6268331209,57504561,True,16,3,11181,400,0,1863,5,20,1,12,325,6665,507,19,36,254,102,0,180,1

6268331209,902971151,True,13,51,12593,1312,0,1022,7,18,6,3,315,5125,372,20,0,127,92,0,34,1

6268331209,184023920,True,19,35,27217,0,0,11138,11,19,0,30,603,14880,632,191,117,240,63,158,172,1

6268331209,1033035971,False,13,52,14726,24,0,304,5,5,8,1,314,7695,359,67,100,41,77,206,36,0

6268331209,148620146,False,11,5,8550,0,0,58,3,5,10,0,250,6505,283,19,214,0,218,0,254,0

6268331018,151238629,True,14,26,6300,0,0,1272,5,6,2,3,316,8780,388,20,36,1,214,0,232,1

6268331018,1082642929,True,16,114,11155,0,0,6387,5,4,5,1,541,13800,473,178,50,252,166,569,143,1

6268331018,219764517,True,19,95,17171,0,0,15474,10,8,0,18,632,16100,624,176,50,143,73,249,156,1

6268331018,272760004,False,12,19,4494,0,0,429,2,3,5,0,242,6070,313,71,215,0,0,0,0,0

6268331018,1052922842,False,16,8,7698,553,0,0,3,4,6,1,370,9675,499,145,40,36,172,50,170,0

6268331010,249489252,True,14,105,12460,0,15099,0,4,3,8,0,352,6580,476,26,102,38,218,0,178,0

6268331010,397405272,True,12,106,15949,0,20755,0,4,0,9,0,360,5990,368,88,29,41,11,36,569,0

6268331010,869242972,True,8,107,5437,48,13177,0,0,7,9,0,178,2505,194,8,92,181,29,0,0,0

6268331010,99037944,False,18,93,10959,0,13342,6739,11,11,3,5,596,11805,691,131,63,569,152,36,1,1

6268331010,100610603,False,15,45,18146,1956,12831,8284,6,19,2,8,459,7265,525,89,131,267,36,180,0,1

6268331010,1173799779,False,17,10,25237,0,10834,8679,19,7,4,5,702,11405,676,156,273,63,14,36,176,1

6268331010,178386292,False,13,101,10593,672,5570,888,6,14,3,5,350,7660,424,31,214,190,232,23,188,1

6268330708,903926887,True,20,59,23880,0,0,16327,16,4,1,10,630,12120,785,131,151,162,116,40,29,1

6268330708,342642587,True,19,93,17174,0,0,5720,14,9,0,23,646,14570,734,167,249,143,63,40,569,1

6268330708,124016332,False,11,8,16773,719,0,191,5,2,5,1,348,7945,316,107,170,0,50,166,11,0

6268330515,890072511,True,14,107,11273,37,0,27,3,13,14,1,235,5310,363,17,214,569,36,0,244,0

6268330515,150344815,True,17,135,12157,1547,0,0,5,9,9,1,369,7955,484,124,50,178,36,252,125,0

6268330515,181488634,False,23,114,36620,0,0,2935,13,15,2,9,642,15790,860,221,24,252,168,50,569,1

6268330515,146871263,False,21,123,28185,0,0,1617,17,17,5,5,410,11875,718,27,36,88,180,244,108,1

6268330317,1216102281,True,20,94,12633,0,0,8650,4,7,0,11,715,18150,727,338,156,63,170,236,149,1

6268330317,396817610,True,16,3,10076,0,0,420,6,7,5,2,296,7375,483,20,180,254,0,232,218,1

6268330317,1156907893,False,18,1,4541,0,0,156,1,2,1,1,465,12380,594,235,145,147,63,38,56,0

6268330317,229366157,False,14,105,15004,0,0,375,5,8,8,1,321,8105,384,49,214,178,188,38,60,0

6268330317,189921812,False,17,106,19590,171,0,303,8,3,6,1,404,10245,552,114,24,41,50,36,69,0

6268330208,891783383,True,17,5,8504,800,0,829,4,23,9,2,330,8635,491,44,1,218,36,214,256,1

6268330208,452935838,True,21,129,12851,0,0,736,10,17,9,2,479,10690,714,128,178,36,1,116,50,1

6268330208,925728103,False,21,48,15627,0,0,2,6,7,9,1,486,13065,681,241,63,172,116,236,11,0

6268330208,1141172646,False,19,87,13698,0,0,0,8,17,6,3,336,9340,593,32,254,218,108,180,0,0

6268330208,1040400202,False,20,75,30300,0,0,149,14,12,11,2,452,10360,637,108,77,77,63,36,534,0

6268330208,120163588,False,15,104,6677,120,0,0,2,9,6,1,310,7600,397,97,50,178,151,1,0,0

6268329612,1121532907,True,25,74,40179,0,0,14748,25,8,1,16,859,24595,1066,237,98,110,108,1,116,1

6268329612,946513075,True,14,27,5850,632,0,4006,1,18,6,2,339,8720,387,48,1,0,0,29,0,1

6268329612,106559221,True,18,12,6953,0,0,5624,2,7,0,9,469,11275,552,200,11,34,63,75,174,1

6268329612,338905701,True,14,100,9719,400,0,496,2,20,5,3,263,6445,394,20,36,181,214,1,0,1

6268329612,122015634,False,9,30,7455,914,0,0,2,5,11,0,188,4990,185,16,0,0,0,0,0,0

6268329612,259402929,False,16,41,5960,0,0,0,2,3,6,0,344,9440,455,159,29,29,0,0,0,0

6268329612,176818532,False,13,60,8398,0,0,318,5,3,7,1,332,8990,329,107,215,50,40,36,125,0

6268329506,33507012,True,18,41,12258,0,16084,422,0,14,5,2,352,10525,535,135,172,116,63,75,75,0

6268329506,982381914,False,22,42,17008,0,38973,21964,9,8,2,5,713,19665,784,300,249,151,50,37,127,1

6268329506,280606432,False,19,86,13870,612,10851,569,5,19,6,3,380,11305,599,54,265,232,36,1,214,1

6268329506,241671892,False,20,20,17491,0,20796,1978,5,20,11,2,438,11145,613,117,36,108,20,63,11,1

6268329218,48849212,True,14,121,18651,255,0,0,9,8,6,2,291,7740,373,24,244,180,1,21,188,0

6268329218,245516824,True,15,44,8292,0,0,413,3,4,9,0,360,9250,395,134,569,168,63,75,252,0

6268329218,228048938,True,17,25,11832,0,0,973,1,3,7,0,416,9890,514,182,41,77,249,77,188,0

6268329218,158979932,True,13,23,9294,0,0,0,0,2,5,0,325,9160,311,131,50,21,210,73,60,0

6268329218,883839571,False,13,90,4791,1882,0,521,0,9,4,1,269,6715,305,28,214,21,0,0,22,1

6268329218,869312392,False,25,59,34105,0,0,5418,24,2,2,8,750,20980,1085,203,108,151,210,37,114,1

6268329218,140800912,False,15,120,7803,2959,0,739,3,13,2,5,355,7815,416,80,38,231,0,43,36,1

6268329218,129229109,False,16,60,7883,0,0,5564,5,7,4,2,379,9920,481,84,50,73,1,252,143,1

6268329212,124210278,True,15,126,11347,0,0,0,3,3,4,1,335,6785,455,112,0,41,29,273,11,0

6268329212,20766382,True,11,30,7031,1553,0,0,2,7,8,1,181,4870,262,10,43,36,254,180,0,0

6268329212,363324459,True,14,7,16211,348,0,0,9,4,4,2,377,9625,409,107,1,11,36,214,273,0

6268329212,139717521,True,12,50,11014,1253,0,0,2,5,14,0,251,5165,307,43,36,569,77,43,65,0

6268329212,52020909,False,17,87,16224,340,0,302,7,20,7,3,338,6945,527,22,0,232,0,254,180,1

6268329212,1023888148,False,17,21,15892,0,0,3757,5,9,5,2,428,9115,547,107,16,166,149,50,16,1

6268329212,1101179459,False,21,97,15089,90,0,12266,2,10,1,6,562,11970,770,225,154,252,1,41,73,1

6268329210,410692756,True,20,23,13004,371,0,8165,9,11,1,10,665,15935,777,199,50,151,36,116,90,1

6268329210,906491114,True,18,114,12465,0,0,12170,9,4,4,2,627,13745,627,193,63,160,36,252,181,1

6268329210,274287528,False,14,22,16178,0,0,0,4,1,9,0,394,9200,436,137,41,77,180,100,60,0

6268329210,408079584,False,18,8,11106,240,0,1323,2,3,5,0,475,10125,629,190,50,11,147,166,14,0

6268329210,1135959255,False,15,15,7211,0,0,353,4,3,3,1,405,7940,464,131,63,65,100,21,43,0

6268329210,160868979,False,11,14,7218,0,0,0,4,6,6,1,251,5255,286,52,214,216,0,267,39,0

6268329210,284294586,False,15,136,7893,422,0,977,2,6,6,1,378,9250,487,118,1,36,50,21,0,0

6268329209,157515974,True,17,42,16945,0,0,886,4,5,5,1,588,12665,504,150,168,50,151,11,73,0

6268329209,125932849,True,13,26,5384,400,0,0,2,6,10,0,404,9625,328,23,43,256,214,265,108,0

6268329209,49848694,True,14,136,7663,521,0,0,6,6,3,3,339,8890,350,96,0,0,0,0,0,0

6268329209,52945938,True,13,128,12441,0,0,0,2,11,7,1,279,6210,317,50,218,36,40,100,0,0

6268329209,52451905,False,20,104,13210,2056,0,3961,0,17,1,8,380,9185,643,134,127,178,50,1,36,1

6268329113,1221755332,False,16,71,11523,240,0,1981,5,31,6,5,346,8000,484,31,92,29,36,252,210,1

6268329113,311081355,False,23,73,27974,0,0,6182,10,20,1,15,919,20160,975,272,50,178,114,73,600,1

6268329113,358746003,False,24,84,29425,0,0,3014,21,15,1,18,736,18045,998,145,50,65,232,178,108,1

6268329113,173420066,False,16,5,16071,400,0,1456,7,24,6,4,383,9790,481,42,174,102,254,214,36,1

6268328617,219058667,True,20,135,15919,3257,0,4617,11,10,2,7,553,12900,717,138,21,50,229,90,178,1

6268328617,190650937,False,12,104,3809,240,0,0,0,0,8,0,261,7375,314,99,178,127,50,34,1,0

6268328617,164761559,False,19,74,20583,0,0,228,5,2,9,0,473,13655,684,143,48,0,98,116,38,0

6268328617,968942205,False,14,93,3367,0,0,0,1,0,8,0,301,7530,397,115,63,0,152,0,252,0

6268328616,89457778,True,11,57,3683,3640,0,163,2,10,2,4,309,5830,333,27,216,216,180,43,0,1

6268328616,200417969,True,12,45,8863,0,0,5523,5,14,2,6,334,5590,383,33,214,206,0,11,0,1

6268328616,45007179,False,10,105,18095,0,0,0,1,7,12,0,246,4475,270,39,104,39,0,216,0,0

6268328616,115175820,False,13,114,7570,0,0,34,4,1,9,0,320,6860,402,79,7,252,36,50,181,0

6268328616,860703723,False,13,26,4791,0,0,0,3,3,3,1,316,7195,416,73,77,77,63,108,265,0

6268328415,265171880,True,21,47,19082,1653,0,10898,9,16,0,25,587,18600,716,195,231,40,75,692,166,1

6268328415,235080979,False,13,21,12838,0,0,121,3,5,10,0,257,7370,301,64,29,240,0,0,135,0

6268328415,115703748,False,16,44,7912,0,0,0,4,4,11,0,309,8145,421,77,596,36,116,240,63,0

6268328415,95327808,False,9,101,7940,404,0,0,0,6,11,0,185,4375,168,15,39,218,36,593,23,0

6268327813,163906169,False,20,75,25548,0,0,2293,13,12,5,4,452,13080,634,92,218,77,534,63,263,1

6268327813,271519136,False,23,8,31600,7962,0,14161,20,9,3,7,710,18525,784,256,166,24,172,154,249,1

6268327713,111510603,True,14,17,10543,0,0,0,4,2,11,0,320,7425,376,101,98,41,77,63,36,0

6268327713,300358857,True,15,93,6524,0,0,0,2,7,8,1,358,9180,425,147,0,0,0,0,75,0

6268327713,257521192,True,16,97,6536,0,0,0,0,7,9,0,330,7725,437,125,1,94,26,180,36,0

6268327713,144741767,True,13,87,8516,800,0,0,1,9,9,1,222,5010,311,18,36,218,188,216,254,0

6268327713,122395193,False,20,35,23901,0,0,10494,10,15,2,8,625,16870,668,242,263,172,166,135,75,1

6268327713,332963381,False,25,11,22737,0,0,2894,13,4,0,17,728,18370,1014,269,1,48,41,100,116,1

6268327713,231711862,False,15,14,13115,1023,0,611,4,18,6,3,288,7575,401,14,267,0,34,214,265,1

6268327708,28350932,True,14,1,6384,0,0,95,1,4,7,0,348,8380,359,176,63,16,170,0,145,0

6268327708,113692814,True,12,16,9723,0,0,0,2,2,7,0,220,5575,275,44,214,23,1,42,0,0

6268327708,384702203,False,24,17,25813,0,0,3350,12,14,4,5,661,18010,932,270,98,41,48,123,178,1

6268327708,132543047,False,18,21,7583,400,0,3734,2,11,0,13,330,10720,510,83,166,22,1,21,23,1

6268327708,160745179,False,15,84,6549,1756,0,222,2,16,3,4,242,6110,388,16,180,36,0,38,40,1

6268327708,246754377,False,17,22,15622,0,0,1288,3,16,3,4,385,11365,479,101,77,36,108,100,180,1

6268327705,361126266,True,19,9,28124,0,0,1325,9,30,5,6,446,11875,560,80,36,108,267,0,37,1

6268327705,880997110,True,22,1,19275,360,0,14698,7,17,2,8,629,18135,729,236,145,147,208,63,569,1

6268327705,1017027220,False,15,107,14987,400,0,0,3,8,10,1,244,6545,370,14,267,218,214,21,0,0

6268327705,1033159022,False,12,50,7787,3082,0,0,4,10,15,0,219,4640,267,19,180,216,36,0,181,0

6268327402,238502730,True,13,119,9912,0,0,0,2,5,9,0,217,5735,307,23,247,29,42,0,0,0

6268327402,136059958,False,15,27,7749,152,0,3423,1,11,5,2,315,7640,373,61,218,36,237,180,60,1

6268327402,125849707,False,22,17,32971,0,0,1350,16,4,5,3,574,15440,740,171,98,36,41,63,116,1

6268327402,1218009810,False,17,91,5543,16785,0,1079,2,15,1,8,289,5050,476,23,269,79,0,0,0,1

6268327402,431010191,False,19,6,24856,0,0,9865,5,10,3,3,524,15565,537,204,63,249,36,75,236,1

6268327114,113182052,True,19,28,12328,0,0,1445,13,8,3,5,517,13185,593,141,1,240,112,63,125,1

6268327114,161824093,True,18,109,10666,0,0,12783,8,5,2,4,600,13020,567,257,160,147,63,244,593,1

6268327014,838956,True,14,98,9266,0,0,0,1,6,8,0,253,6200,336,87,180,131,178,11,9,0

6268327014,25021817,True,17,80,10598,0,0,553,4,6,6,1,347,7920,479,143,0,39,0,29,0,0

6268327014,129336429,True,20,25,20046,0,0,1782,10,3,3,3,490,13580,591,204,48,116,41,36,100,0

6268327014,200594750,False,23,36,25248,2018,0,4296,10,13,3,5,654,19545,769,247,137,90,100,36,63,1

6268327014,143328344,False,16,83,6992,3012,0,1170,2,17,5,3,321,7980,442,33,181,244,223,0,1,1

6268327014,125794069,False,17,9,8759,0,0,3826,2,14,6,2,421,8130,474,113,166,63,41,236,36,1

6268327014,100714921,False,18,30,8711,6633,0,813,4,19,4,4,313,7805,524,19,34,254,102,180,188,1

6268326816,60150910,True,18,21,15737,0,0,4992,6,6,5,2,434,11680,529,132,8,34,166,98,38,1

6268326816,1113653109,True,17,26,8808,0,0,831,4,10,3,3,309,8895,491,26,214,232,36,218,1,1

6268326816,296547604,False,19,54,7321,0,0,0,7,4,4,2,516,13365,583,257,166,154,143,36,215,0

6268326816,394093692,False,16,57,4616,4765,0,0,2,7,5,1,308,8580,424,93,244,231,36,0,11,0

6268326815,136887549,True,19,121,16452,400,0,1784,9,28,2,12,396,9960,623,40,214,36,232,102,43,1

6268326815,182806146,True,21,39,28419,110,0,6846,14,17,2,10,594,13420,779,146,63,98,123,36,77,1

6268326815,57994635,True,18,44,15797,0,0,5769,10,8,2,6,542,13210,593,169,8,569,116,50,168,1

